Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,BCC_Frequency,CSL_Score,CSL_COLL,Reliability,Accessibility,Semantics,Error,Error-Type,Details
W_I_F_PRL_KR_2,PRL_KR,W,L2,KR,KR,[GLCLC text removed],特别,Repelled,EVAL,1.0,0.0,Repelled,No,2.0,Attribute,Error,Non-dui-construction,"Perspective frame ""for me"" requires 对Y来说; correct: 对我来说很特别的理由"
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],珍惜,Attracted,EVAL,64.0,0.0,Repelled,Yes,4.0,Psych,Error,Non-dui-construction,"Perspective frame ""for me"" requires 对Y来说; correct: 对本人来说非常珍惜 OR if MS intended: 本人对X非常珍惜"
W_I_F_JJB_KR_6,JJB_KR,W,L2,KR,KR,[GLCLC text removed],生疏,Attracted,EVAL,10.0,0.0,,No,5.0,Attribute,Error,Non-dui-construction,"Perspective frame ""for me, unfamiliar"" requires 对Y来说; correct: 对我来说有点生疏"
W_I_M_LK_FR_2,LK_FR,W,L2,FR,FR,[GLCLC text removed],留下,Attracted,MS,161.0,0.0,Repelled,No,4.0,Functional,Error,Non-dui-construction,"留(下)印象 takes 给 for recipient, not 对; correct: 给我留下很深的印象; also 大 doesn't collocate with 印象 (use 深)"
S_I_M_SUZY_KR_2,SUZY_KR,S,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,161.0,0.0,Repelled,No,4.0,Functional,Error,Non-dui-construction,留下印象 takes 给 for recipient; correct: X给我留下深刻的印象
S_I_M_SUZY_KR_2,SUZY_KR,S,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,161.0,0.0,Repelled,No,4.0,Functional,Error,Non-dui-construction,留下印象 takes 给 for recipient; correct: X给我们留下很好的印象
W_I_M_SUZY_KR,SUZY_KR,W,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,161.0,0.0,Repelled,No,4.0,Functional,Error,Non-dui-construction,留下印象 takes 给 for recipient; correct: X给我留下了很好的印象
W_I_F_JDR_KR_4,JDR_KR,W,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,161.0,0.0,Repelled,No,4.0,Functional,Error,Non-dui-construction,留下印象 takes 给 for recipient; correct: 给我留下很深印象的是那里的风景
W_I_F_SSXI_KR_8,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],感动,Repelled,MS,46.0,0.0,Repelled,No,3.0,Psych,Error,Non-dui-construction,"Perspective frame ""in their eyes / to them"" requires 对Y来说; learner treating bare 对Y as perspective marker; correct: 对他们来说，老人看起来很感动"
S_I_M_AILAN_PK_3,AILAN_PK,S,L2,PK,Other,[GLCLC text removed],知道,Repelled,EVAL,492.0,1.85,Repelled,No,1.0,Psych,Error,Non-dui-construction,"Learner treating 对Y as perspective ""for you""; requires 对Y来说 or restructure: 对你来说有的东西却不知道 / 有的东西你却不知道"
S_I_M_MW_RU,MW_RU,S,L2,RU,RU,[GLCLC text removed],知道,Repelled,MS,492.0,1.85,Repelled,No,1.0,Psych,Error,Collocational,"BCC - 501； 知道 takes direct object, not 对Y; correct: 知道中国很多事情的人 or use 对X了解: 对中国了解很多的人"
W_I_F_QFM_KR_1,QFM_KR,W,L2,KR,KR,[GLCLC text removed],给,Attracted,DA,27.0,0.0,Repelled,No,1.0,Functional,Error,Collocational,给 not 对 for showing to someone; correct: 给我们看地图问路
W_I_F_YR_ES_14,YR_ES,W,L2,ES,ES,[GLCLC text removed],是,Attracted,EVAL,4128.0,18.54,Repelled,Yes,1.0,Functional,Error,Word-Order,Valid EVAL construction but elements mispositioned; 对Y should precede predicate; correct: 它对每个来这儿上学的人是绝无仅有的
W_I_F_NSJB_RU_1,NSJB_RU,W,L2,RU,RU,[GLCLC text removed],行,Repelled,EVAL,167.0,0.0,Repelled,No,3.0,Functional,Error,Collocational,Structure incoherent; intended meaning unclear; possibly: 对我们好一点 or 对我们来说行
W_I_F_JYU_KZ_5,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,Error,Collocational,"访问 takes direct object, not 对Y; correct: 访问她很顺利 or 对她的访问很顺利"
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],送,Repelled,SI,13.0,0.0,Repelled,No,1.0,Social,Error,Collocational,Transfer verb 送 takes 给 for recipient; correct: 给妈妈从中国送一个礼物
W_I_F_KELA_PE_1,KELA_PE,W,L2,PE,ES,[GLCLC text removed],重要,Repelled,EVAL,400.0,9.27,Attracted,Yes,2.0,Attribute,Error,Non-dui-construction,Perspective frame requires 对Y来说; correct: 对学外语来说，最重要的是了解那个地方/国家的文化
W_I_F_LCL_KR_1,LCL_KR,W,L2,KR,KR,[GLCLC text removed],问,Repelled,DA,166.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,"“问”和对的contingeny非常低 BCC-186; 问 takes direct object or 向/跟 for asking someone; correct: 问孩子""什么事？"" or 向孩子问"
W_I_F_JJB_KR_9,JJB_KR,W,L2,KR,KR,[GLCLC text removed],问,Repelled,DA,166.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,问 takes direct object or 向/跟; correct: 问女人们这个问题的话 or 向女人们问这个问题的话
W_I_F_HLM_KR_1,HLM_KR,W,L2,KR,KR,[GLCLC text removed],问,Repelled,DA,166.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,"""When asking them for directions"" - 问路 takes 向Y问路 or direct object pattern, not 对Y; correct: 向他们问路的时候"
W_I_F_XAW_ML_4,XAW_ML,W,L2,ML,FR,[GLCLC text removed],陌生,Attracted,MS,100.0,0.0,Repelled,Yes,4.0,Psych,Error,Omission,"""I feel unfamiliar with them"" - MS pattern but missing 感到; correct: 对他们感到陌生"
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],难,Repelled,EVAL,8.0,0.0,Repelled,No,2.0,Attribute,Error,Non-dui-construction,"""The study content there is difficult for me"" - perspective frame needs 对我来说; correct: 对我来说，那边的学习内容很难"
W_I_F_WML_KR_3,WML_KR,W,L2,KR,KR,[GLCLC text removed],难,Repelled,EVAL,8.0,0.0,Repelled,No,2.0,Attribute,Error,Non-dui-construction,"""For some people, Chinese names are difficult to pronounce"" - perspective frame needs 对...来说/对于; correct: 对有的人来说，中国名字比较难说"
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],难,Repelled,ABT,8.0,0.0,Repelled,No,2.0,Attribute,Error,Word-Order,"ABT construction ""regarding my eating"" - 对我吃饭 should be fronted as topic, not placed at end; correct: 对我吃饭（这件事），有一点难 or 对于我吃饭来说，有一点难"
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,EVAL construction missing copula 是; correct: 这是对我真的难忘的一个旅行
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,EVAL construction missing copula 是; correct: 这是对我很难忘的旅行
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Non-dui-construction,"""It's unforgettable for me"" - perspective; correct: 对我来说很难忘"
W_I_F_HZJ_KR_2,HZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,EVAL construction missing copula 是; correct: 这是对我真的难忘的一个旅行
W_I_F_RXBHZ_JP,RXBHZ_JP,W,L2,JP,JP,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Non-dui-construction,Same - perspective frame; correct: 对我来说很难忘
W_I_F_SZXY_KR,SZXY_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Non-dui-construction,Same - perspective frame; correct: 对我来说很难忘
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Non-dui-construction,Same - perspective frame; correct: 对我来说很难忘
W_I_F_JA_KR_5,JA_KR,W,L2,KR,KR,[GLCLC text removed],顽皮,Repelled,EVAL,0.0,0.0,Repelled,No,6.0,Attribute,Error,Non-dui-construction,"""If the children are very naughty (for me)"" - 顽皮 is property of children, not directed at someone; needs 对我来说; correct: 对我来说，孩子们太顽皮的话"
W_I_F_LHYI_VN_12,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],骂,Repelled,DA,96.0,1.85,Repelled,No,4.0,Communication,Error,Collocational,"""Scolded her"" - 骂 takes direct object; correct: 骂她"
W_I_M_HYH_KR_1,HYH_KR,W,L2,KR,KR,[GLCLC text removed],骗,Repelled,DISP,0.0,0.0,Repelled,No,3.0,Social,Error,Collocational,"""Deceived me about..."" - 骗 takes direct object; correct: 骗我; 1 instance in BCC."
S_I_F_NS_ML_1,NS_ML,S,L2,ML,FR,[GLCLC text removed],高兴,Repelled,MS,78.0,0.0,Repelled,No,1.0,Psych,Error,Non-dui-construction,"""If this salesperson does something that makes me unhappy"" - incomplete sentence, causative intended; structure broken"
S_I_M_ALFD_GN_3,ALFD_GN,S,L2,GN,EN,[GLCLC text removed],高兴,Repelled,MS,78.0,0.0,Repelled,No,1.0,Psych,Error,Non-dui-construction,"""If this salesperson does something that makes me unhappy"" - incomplete sentence, causative intended; structure broken"
W_I_F_LZYO_KR,LZYO_KR,W,L2,KR,KR,[GLCLC text removed],鼓起,Repelled,EVAL,0.0,0.0,Repelled,No,6.0,Functional,Error,Collocational,"""Gave them courage/encouraged them"" - 鼓起勇气 is reflexive (muster one's own courage); correct: 鼓励他们 or 给他们鼓励"
S_I_M_DYSR_JP+I_,DYSR_JP+I_,S,L2,JP,JP,[GLCLC text removed],*,,Purpose,0.0,0.0,,No,,,Error,Non-dui-construction,"Purpose meaning ""in order to understand..."" requires 为了, not 对; correct: 为了了解那些其他亚洲国家的文化"
S_I_M_MALK_TJ,MALK_TJ,S,L2,TJ,Other,[GLCLC text removed],*,,Purpose,0.0,0.0,,No,,,Error,Non-dui-construction,"Purpose meaning ""in order to understand..."" requires 为了, not 对; correct: 为了了解那些其他亚洲国家的文化"
W_I_F_YZX_KR_1,YZX_KR,W,L2,KR,KR,[GLCLC text removed],帮,Repelled,DISP,13.0,0.0,Repelled,No,1.0,Social,Error,Word-Order,"""Any diet's effect helps..."" - 对 doesn't fit here; structure broken"
W_I_F_SXX_KR_2,SXX_KR,W,L2,KR,KR,[GLCLC text removed],发生,Attracted,EVAL,247.0,1.85,Attracted,No,3.0,Functional,Error,Non-dui-construction,"""For me, a student learning Chinese, a wish arose"" - perspective frame needs 对我来说; correct: 对我这个学中文的学生来说"
W_I_F_YY_TH_3,YY_TH,W,L2,TH,TH,[GLCLC text removed],幸福,Repelled,MS,0.0,0.0,Repelled,No,3.0,Psych,Error,Non-dui-construction,"让/使; ""The second use is it makes you happy"" - causative meaning needs 让/使; correct: 让你很幸福"
W_I_F_YY_TH_3,YY_TH,W,L2,TH,TH,[GLCLC text removed],讨厌,Repelled,EVAL,75.0,0.0,Repelled,No,3.0,Psych,Error,Non-dui-construction,"""It's annoying and heartbreaking for you"" - perspective frame; correct: 对你来说很讨厌"
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],不如,Repelled,EVAL,8.0,0.0,Repelled,No,4.0,Attribute,Error,Non-dui-construction,"""For Chinese proficiency, writing is not as good as speaking practice"" - perspective; correct: 对于汉语水平来说"
W_I_F_SCYS_JP_2,SCYS_JP,W,L2,JP,JP,[GLCLC text removed],好用,Repelled,EVAL,0.0,0.0,Repelled,No,6.0,Attribute,Error,Non-dui-construction,"""A phone easy to use for elderly and children"" - perspective; correct: 对老人和小孩子来说好用的手机"
W_I_F_PRL_KR_4,PRL_KR,W,L2,KR,KR,[GLCLC text removed],扔,Attracted,DA,23.0,0.0,Repelled,No,3.0,Physical,Error,Collocational,"""After throwing the ball hard at him"" - physical direction uses 向/朝, not 对; correct: 朝他把球使劲扔出去"
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Non-dui-construction,"""Unforgettable for me"" - perspective frame needs 对我来说; correct: 对我来说很难忘"
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Non-dui-construction,Same - perspective; correct: 对我来说难忘
W_I_F_QBYZ_JP_6,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],难忘,Attracted,EVAL,14.0,0.0,Repelled,No,6.0,Psych,Error,Omission,EVAL construction missing copula 是; correct: (这)对路易丝是难忘的礼物 or 对路易丝来说是难忘的礼物
W_I_M_ZCYT_JP_1,ZCYT_JP,W,L2,JP,JP,[GLCLC text removed],带来,Attracted,EVAL,820.0,0.0,Repelled,No,6.0,Functional,Error,Collocational,"OV incompatible, 语义不对，带来通常+负面 。""Brought wonderful influence to young me"" - 精彩 doesn't collocate with 影响 (use 深刻/积极); also 带来影响 is typically negative or neutral"
W_I_F_LXJ_KR_2,LXJ_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,87.12,Attracted,*,1.0,Functional,Error,Omission,EVAL missing 有; correct: 对我很有帮助
W_I_M_LTT_KR,LTT_KR,W,L2,KR,KR,[GLCLC text removed],吃,Repelled,MS,12.0,0.0,Repelled,No,1.0,Physical,Error,Non-dui-construction,"ABT construction ""regarding normal Chinese food"" - 对Y is identifiable as topic frame but structure needs reorganizing; correct: 对于一般中国菜，我吃不了，因为中国菜陌生的香味…"
S_I_M_CL_GN,CL_GN,S,L2,GN,EN,[GLCLC text removed],想,Repelled,MS,228.0,0.0,Repelled,No,1.0,Psych,Error,Non-dui-construction,"Doubled 对, false start; structure broken"
W_I_F_WAL_EE_4,WAL_EE,W,L2,EE,Other,[GLCLC text removed],感觉,Attracted,MS,130.0,0.0,Repelled,Yes,3.0,Psych,Error,Collocational,"MS pattern but 感觉 doesn't work here; correct: 对自己感到自豪 (感到, not 感觉)"
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Non-dui-construction,"""It's the same for your body"" - perspective frame; correct: 对你的身体来说是一样"
W_I_M_YCHI_VN,YCHI_VN,W,L2,VN,VN,[GLCLC text removed],不错,Attracted,EVAL,2.0,18.54,Repelled,Yes,1.0,Attribute,Error,Non-dui-construction,"""For me, an average student, it's not bad"" - perspective; correct: 对我这样一般的学生来说，还不错"
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],健康,Repelled,EVAL,0.0,0.0,Repelled,No,2.0,Attribute,Error,Collocational,健康 doesn't function as EVAL predicate in 对Y pattern; conventionalized forms are 对身体好/有益/有好处; correct: 对你的身体好/有益
W_I_M_LDYI_KR_4,LDYI_KR,W,L2,KR,KR,[GLCLC text removed],兴奋,Repelled,MS,29.0,0.0,Repelled,No,3.0,Psych,Error,Collocational,MS predicate 兴奋 typically takes inanimate Y (event/news as stimulus); 男孩 (animate) doesn't align; correct: 对生了男孩（这件事）兴奋不已 or 为有了男孩兴奋不已
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],有,Attracted,EVAL,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Non-dui-construction,"""For me...only you in my heart"" - perspective; correct: 对我来说，在我心里只有你"
S_I_M_AMT_TJ,AMT_TJ,S,L2,TJ,Other,[GLCLC text removed],友好,Attracted,DISP,31.0,87.12,Attracted,Yes,1.0,Manner,Error,Collocational,友好 not conventionalized as EVAL predicate; correct: 对身体好/有益
W_I_F_YYQH_JP_1,YYQH_JP,W,L2,JP,JP,[GLCLC text removed],应该,Repelled,EVAL,3.0,0.0,Repelled,No,1.0,Functional,Error,Collocational,应该 not conventionalized as EVAL predicate; construction doesn't work
W_I_F_CXYA_KR_1,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],变,Repelled,EVAL,1.0,0.0,Repelled,No,2.0,Functional,Error,Collocational,"EVAL requires stative/innate property, but 变好 is dynamic change-of-state; correct: (这)会让你的皮肤变好 (causative)"
W_I_F_WLLY_RU_3,WLLY_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,Error,Non-dui-construction,"""Which is best for me"" - perspective; correct: 对我来说哪一个最好"
W_I_F_SF_RU_1,SF_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,Error,Non-dui-construction,"EVAL ""trip is good for mind/heart"" - valid construction but wrong order; correct: 这个旅途对脑筋和心头很好"
W_I_F_JA_KR_4,JA_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,EVAL missing copula 是; correct: 这是对我真不好的回忆
W_I_M_HSE_PK_6,HSE_PK,W,L2,PK,Other,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,Error,Non-dui-construction,"""Have good relationship with me"" - 关系 takes 和/跟, not 对; correct: 别人会跟我关系好"
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,Error,Collocational,EVAL construction but 全面 (adjective) doesn't fit the noun slot; needs nominalized form 整体性; correct: 对用语言表达的整体性特别好
W_I_F_LXHU_KR_6,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,"EVAL ""precious experience for me"" missing copula 是; correct: 这对我是很宝贵的经验"
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],建议,Repelled,DA,16.0,0.0,Repelled,No,3.0,Communication,Error,Collocational,"TL低频 （21 instances）； 建议 takes 向/给 or direct object, not 对; correct: 向我建议 or 给我建议 or 建议我"
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],放开,Attracted,EVAL,44.0,0.0,Repelled,No,4.0,Functional,Error,Non-dui-construction,"""Regarding advertising liberalization"" - topic frame needs 对于; correct: 对于广告放开，我觉得..."
W_I_F_LXHU_KR_2,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,"EVAL ""indispensable part for Korean economy"" missing copula 是; correct: 这是对韩国经济必不可少的部分"
S_I_M_HAS_CU_1,HAS_CU,S,L2,CU,ES,[GLCLC text removed],有,Attracted,MS,23048.0,77.85,Attracted,Yes,1.0,Functional,Error,Insertion,MS - blending 有兴趣 + 感兴趣 → *有很感兴趣; correct: 对中国很有兴趣 or 对中国很感兴趣
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],有,Attracted,MS,23048.0,77.85,Attracted,Yes,1.0,Functional,Error,Insertion,MS - blending 没有兴趣 + 不感兴趣 → *没有感兴趣; correct: 对硬币没有兴趣 or 对硬币不感兴趣
S_I_F_YYQ_CH,YYQ_CH,S,L2,CH,Other,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Collocational,MS - blending 没有兴趣 + 不感兴趣 → *没感兴趣; correct: 对足球一点都没兴趣 or 对足球一点都不感兴趣
W_I_F_SJNS_JP,SJNS_JP,W,L2,JP,JP,[GLCLC text removed],有,Attracted,MS,23048.0,77.85,Attracted,Yes,1.0,Functional,Error,Insertion,MS - same blending; correct: 对中国没有兴趣 or 对中国不感兴趣
W_I_M_ZYK_VE,ZYK_VE,W,L2,VE,ES,[GLCLC text removed],感,Attracted,EVAL,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Word-Order,"Intended ""young people aren't interested"" but structure is broken - cannot identify construction type; correct: 年轻人对这个不感兴趣，所以只有我一个人敢玩儿"
W_I_F_JDR_KR_1,JDR_KR,W,L2,KR,KR,[GLCLC text removed],感到,Attracted,MS,6686.0,5.56,Repelled,Yes,2.0,Psych,Error,Insertion,"MS - blending 感到 + 兴趣; conventionalized forms are 感兴趣 or 有兴趣, not *感到兴趣; correct: 对方言第一次感兴趣 or 对方言第一次有兴趣"
W_I_F_QY_TH_2,QY_TH,W,L2,TH,TH,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Insertion,MS - blending 没有兴趣 + 不感兴趣 → *没有感兴趣; correct: 对汉语没有兴趣 or 对汉语不感兴趣
W_I_M_HSE_PK_1,HSE_PK,W,L2,PK,Other,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Insertion,"MS - 感兴趣 is verb, cannot be nominalized with 的; noun slot requires 兴趣; correct: 对中文的兴趣不一样"
W_I_F_LWL_ID_12,LWL_ID,W,L2,ID,Other,[GLCLC text removed],滋长,Repelled,MS,0.0,0.0,,Yes,6.0,Psych,Error,Insertion,MS - 滋长 takes noun object but 感兴趣 is verb; correct: 对中国滋长了兴趣
W_I_F_JJL_KR_2,JJL_KR,W,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Collocational,MS - *没感兴趣 is blending of 没有兴趣 + 不感兴趣; correct: 对汉语没有兴趣 or 对汉语不感兴趣
W_I_F_ZYY_VE_9,ZYY_VE,W,L2,VE,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Collocational,"MS stative predicate 感兴趣 requires 不 for negation, not 没; correct: 对中国不感兴趣，但专门喜欢看成龙的电影"
W_I_F_QBYZ_JP_11,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,Error,Non-dui-construction,"Intended ""It's interesting to me"" (perspective) not ""interested IN me"" (MS); needs 对我来说; correct: 对我来说很有意思"
W_I_F_LCL_KR_1,LCL_KR,W,L2,KR,KR,[GLCLC text removed],投,Attracted,SI,94.0,0.0,Repelled,No,6.0,Physical,Error,Collocational,"DA - 投球 ""throw ball at"" takes 向/朝, not 对; correct: 向/朝那个男人投球以后"
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],可靠,Attracted,EVAL,0.0,18.54,Repelled,No,3.0,Attribute,Error,Non-dui-construction,"Intended ""For Chinese people, ads with foreigners are most reliable"" - perspective frame; correct: 对中国人来说，有外国人的广告是最可靠的"
S_I_M_LBO_SE,LBO_SE,S,L2,SE,Other,[GLCLC text removed],有,Attracted,MS,23048.0,77.85,Attracted,Yes,1.0,Functional,Error,Non-dui-construction,MS - elements wrongly positioned; correct: 对我印象很好 or 我对X的印象很好
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],有,Attracted,ABT,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Insertion,Structure severely broken; intended meaning unclear
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Collocational,"Structure broken - *有升了 ungrammatical, *高血力 should be 高血压; intended causative: 也会让你的身体血压升高"
W_I_F_LXHU_KR_2,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,11370.0,77.85,Attracted,Yes,1.0,Functional,Error,Collocational,MS - *自豪心 not conventionalized; correct: 对汉语有自豪感 or 对汉语感到自豪
W_I_F_YTJ_JP,YTJ_JP,W,L2,JP,JP,[GLCLC text removed],有,Attracted,EVAL,11370.0,61.17,Attracted,Yes,1.0,Functional,Error,Collocational,SI - 有了+activity doesn't align with 对Y pattern; correct: 对日本国民进行了迅速救助 (SI) or 为日本国民开展了救助活动
W_I_F_LMY_TH_1,LMY_TH,W,L2,TH,TH,[GLCLC text removed],有,Attracted,EVAL,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Non-dui-construction,"""For you it might not be special"" - perspective frame; correct: 对你来说可能不太特别"
W_I_M_ABL_UZ_3,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],有,Attracted,SI,11370.0,61.17,Attracted,Yes,1.0,Functional,Error,Word-Order,"EVAL ""discounts for students"" - 有优惠 reversed to *优惠有; correct: 对学生们大学里面都有优惠"
W_I_F_DFH_TH_3,DFH_TH,W,L2,TH,TH,[GLCLC text removed],有,Attracted,EVAL,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Non-dui-construction,"""For life there are big changes"" - perspective frame; correct: 对生活来说有很大的变化 or simply 生活有很大的变化"
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],有意思,Attracted,EVAL,33.0,87.12,Attracted,No,1.0,Functional,Error,Non-dui-construction,"construction""It's interesting to me"" - perspective frame; correct: 对我来说很有意思"
W_I_M_SUZY_KR,SUZY_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,87.12,Attracted,*,1.0,Functional,Error,Omission,"""A memory interesting to me"" - perspective frame; correct: 对我来说很有意思的回忆"
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],有意思,Attracted,EVAL,33.0,87.12,Attracted,No,1.0,Psych,Error,Non-dui-construction,"""It's been interesting to me"" - perspective frame; correct: 对我来说很有意思"
S_I_F_AMEI_MU_3,AMEI_MU,S,L2,MU,Other,[GLCLC text removed],有,Attracted,EVAL,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Collocational,"EVAL - 有提高 doesn't function as EVAL predicate; 提高 is a verb, not a noun that fits 有+N slot; correct: 对身体有好处"
S_I_M_LC_TH_3,LC_TH,S,L2,TH,TH,[GLCLC text removed],有用,Attracted,EVAL,0.0,87.12,Attracted,No,1.0,Attribute,Error,Collocational,EVAL - 有用的 not conventionalized as predicate form; correct: 对身体有用 (without 的) or 对身体有好处
W_I_M_PZH_KR,PZH_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,11370.0,61.17,Attracted,Yes,1.0,Functional,Error,Non-dui-construction,"Intended ""when treating others"" needs 对待别人, not 对别人的时候; structure broken"
W_I_F_PMG_KR_2,PMG_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,11370.0,87.12,Attracted,Yes,1.0,Functional,Error,Non-dui-construction,"""For me he's interesting"" - perspective frame needs 对我来说; correct: 对我来说他很有趣"
W_I_F_NLSA_KG_3,NLSA_KG,W,L2,KG,TK,[GLCLC text removed],热衷,Attracted,MS,56.0,0.0,Repelled,No,6.0,Psych,Error,Collocational,"MS - 热衷 conventionally takes 于, not 对; correct: 对中国和中文热衷于其次 or 热衷于中国和中文"
W_I_M_WJS_MU,WJS_MU,W,L2,MU,Other,[GLCLC text removed],熟悉,Attracted,EVAL,1180.0,5.56,Attracted,Yes,3.0,Psych,Error,Non-dui-construction,"""For me it's familiar"" - perspective frame; correct: 对我来说很熟悉"
W_I_M_LMA_PT_2,LMA_PT,W,L2,PT,PT,[GLCLC text removed],熟悉,Attracted,EVAL,1180.0,5.56,Attracted,Yes,3.0,Psych,Error,Non-dui-construction,"""For us it's unfamiliar"" - perspective frame; correct: 对我们来说不熟悉"
