Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,BCC_Frequency,CSL_Score,CSL_COLL,Reliability,Accessibility,Semantics,Error,Error-Type,Details
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_KLDY_CO_3,KLDY_CO,S,L2,CO,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_KLDY_CO_3,KLDY_CO,S,L2,CO,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LCL_KR_3,LCL_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LZM_KR,LZM_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LZM_KR,LZM_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_NLSA_KG_1,NLSA_KG,S,L2,KG,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_PSY_KR,PSY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_AILAN_PK_3,AILAN_PK,S,L2,PK,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_AMU_YE,AMU_YE,S,L2,YE,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_GQQG_JP_2,GQQG_JP,S,L2,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_GQQG_JP_2,GQQG_JP,S,L2,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_HRZ_MG,HRZ_MG,S,L2,MG,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_HRZ_MG,HRZ_MG,S,L2,MG,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_KD_EG_3,KD_EG,S,L2,EG,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_KD_EG_3,KD_EG,S,L2,EG,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_KD_EG_3,KD_EG,S,L2,EG,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_XLH_TJ,XLH_TJ,S,L2,TJ,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_XR_JP,XR_JP,S,L2,JP,JP,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_AHY_KR_3,AHY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_AHY_KR_3,AHY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_DLYH_RU_3,DLYH_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_DLYH_RU_3,DLYH_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_JHXI_KR_4,JHXI_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_JHXI_KR_4,JHXI_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LXB_KR_3,LXB_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_LXB_KR_3,LXB_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_QZY_KR_4,QZY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_QZY_KR_4,QZY_KR,S,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_SF_RU_6,SF_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_SF_RU_6,SF_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_TSI_ET_5,TSI_ET,S,L2,ET,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_TSI_ET_5,TSI_ET,S,L2,ET,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_TSI_ET_5,TSI_ET,S,L2,ET,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_XYY_TH_4,XYY_TH,S,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_XYY_TH_4,XYY_TH,S,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_F_ZLYE_RU_3,ZLYE_RU,S,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_YYQH_JP_1,YYQH_JP,W,L2,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_ZHX_VE,ZHX_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_ALI_EE,ALI_EE,W,L2,EE,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZUE_KR_1,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JEL_KR_4,JEL_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_KYC_RU_2,KYC_RU,W,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LWEN_TH_2,LWEN_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_SHZ_KR_2,SHZ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_ZJX_VE_3,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_ZJX_VE_3,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_ZJX_VE_3,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AHY_KR_1,AHY_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AHY_KR_1,AHY_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AMI_GN_5,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JHXI_KR_3,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_SF_RU_5,SF_RU,W,L2,RU,RU,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_ZJJ_KR,ZJJ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_PZH_KR,PZH_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_YTHZ_JP,YTHZ_JP,W,L2,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_CHL_TH_3,CHL_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_ZSM_KR_3,ZSM_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_NE_KZ_1,NE_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AMI_GN_3,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AMI_GN_3,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AMI_GN_3,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_HRC_DE,HRC_DE,W,L2,DE,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_LZL_ES,LZL_ES,W,L2,ES,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_MZ_GN,MZ_GN,W,L2,GN,EN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JML_KR_1,JML_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JXZ_KR_1,JXZ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LXJ_KR_1,LXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_PZP_KR_1,PZP_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_QJZU_KR_1,QJZU_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_WML_KR_1,WML_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JYS_KR,JYS_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JYS_KR,JYS_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_ZML_TH_1,ZML_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_LWC_TH_1,LWC_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JDYI_KR_2,JDYI_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LNA_KZ_2,LNA_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_MELA_TJ,MELA_TJ,W,L2,TJ,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_PML_CG_3,PML_CG,W,L2,CG,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_RXBHZ_JP,RXBHZ_JP,W,L2,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_CYD_TH,CYD_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_LCY_TH_1,LCY_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZUE_KR_5,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZP_CN_1,JZP_CN,W,L2,CN,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LHYI_VN_11,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZXIU_KR_7,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LWL_ID_4,LWL_ID,W,L2,ID,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZYA_KR_10,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_QBYZ_JP_1,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_YR_ES_4,YR_ES,W,L2,ES,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_ABL_UZ_1,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_5,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_5,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_5,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_4,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_4,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_QYX_KR_5,QYX_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_BALID_GN_7,BALID_GN,W,L2,GN,EN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_8,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_BYL_BR_7,BYL_BR,W,L2,BR,PT,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_BAOLUO_CL_,BAOLUO_CL,W,L2,CL,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_6,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_6,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LHYI_VN_15,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_SSXI_KR_9,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_PZY_KR_3,PZY_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_MRN_BR_9,MRN_BR,W,L2,BR,PT,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_WUYM_CR_13,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_WUYM_CR_13,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_WUYM_CR_13,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_HSE_PK_10,HSE_PK,W,L2,PK,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_XAW_ML_3,XAW_ML,W,L2,ML,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZXIU_KR_9,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_LWC_TH_8,LWC_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_PML_CG_1,PML_CG,W,L2,CG,FR,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_DFH_TH_2,DFH_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_8,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_8,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_8,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZLA_CD_9,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_LMN_TH_16,LMN_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_3,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_3,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_SSXI_KR_7,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_WUYM_CR_8,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_YR_ES_7,YR_ES,W,L2,ES,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_YR_ES_7,YR_ES,W,L2,ES,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_ZJX_VE_4,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZUE_KR_6,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_MWH_VE_5,MWH_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_SMER_KZ_11,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AMEI_MU_3,AMEI_MU,W,L2,MU,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_AMEI_MU_3,AMEI_MU,W,L2,MU,Other,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JZUE_KR_8,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_M_MWH_VE_2,MWH_VE,W,L2,VE,ES,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZYA_KR_3,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_LZYA_KR_3,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,EVAL,1.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_DFH_TH_9,DFH_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_YY_TH_2,YY_TH,W,L2,TH,TH,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,,,
W_I_F_XYY_TH_2,XYY_TH,W,L2,TH,TH,[GLCLC text removed],起,Attracted,EVAL,2379.0,3.71,Attracted,Yes,6.0,Functional,,,
S_I_M_ABM_CM,ABM_CM,S,L2,CM,EN,[GLCLC text removed],这样,Repelled,DISP,41.0,1.85,Repelled,Yes,1.0,Manner,,,
W_I_F_LHYI_VN_1,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],适应,Repelled,MS,101.0,1.85,Attracted,Yes,3.0,Psych,,,
W_I_F_SSXI_KR_1,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],适应,Repelled,MS,101.0,1.85,Attracted,Yes,3.0,Psych,,,
W_I_M_ZCS_TH,ZCS_TH,W,L2,TH,TH,[GLCLC text removed],造成,Attracted,EVAL,3422.0,7.41,Attracted,Yes,4.0,Functional,,,
